location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,living_meters,kitchen_meters
Московская область,sale,flat,2,9,1,34.1,8442000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный",2026,11 м²,"12,1 м²"
Московская область,sale,flat,9,11,1,46.1,8800000.0,, Семена Гордого,12,Крёкшино,Ново-Никольское,-1,"20,1 м²","12,1 м²"
Московская область,sale,flat,14,25,1,45.7,9150000.0,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11",2018,22 м²,11 м²
Московская область,sale,flat,7,25,1,38.76,9146890.0,,,,Медведково,Кит 2 ЖК,2025,"13,9 м²","12,5 м²"
Московская область,sale,flat,4,12,1,47.7,18216375.0,Курортный,Приморское шоссе,570Л,,МФК Морская ривьера,2024,"28,9 м²","13,8 м²"
Московская область,sale,flat,33,51,2,45.7,21500000.0,Хорошево-Мневники,Шелепихинская набережная,34,Шелепиха,Сердце Столицы,-1,35 м²,5 м²
Московская область,sale,flat,10,14,2,56.7,22232323.0,Фили-Давыдково, Олеко Дундича,31к1,Филёвский парк,,2024,"32,5 м²","10,4 м²"
Московская область,sale,flat,3,14,3,68.6,55000000.0,Раменки,проспект Генерала Дорохова,39к2И,Минская,Собрание клубных домов West Garden,2024,"41,7 м²",10 м²
Московская область,sale,flat,10,36,3,77.7,28500000.0,Левобережный,Фестивальная ,15к24/3,Речной вокзал,Фестиваль парк-2,-1,46 м²,10 м²
Московская область,sale,flat,2,33,3,65.8,29000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,-1,50 м²,"10,8 м²"
Московская область,sale,flat,2,4,3,219.0,592754072.0,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM,-1,-1,22 м²
Московская область,sale,flat,5,12,3,83.67,52100000.0,Сокол, Врубеля,4к1,Сокол,Врубеля 4,2023,"65,4 м²","7,7 м²"
Московская область,sale,flat,2,16,1,55.9,21462000.0,Центр, Февральской Революции,21,Динамо,19/05,2024,"22,3 м²","18,3 м²"
Московская область,sale,flat,4,25,1,205.1,25756000.0,Октябрьский, 50 лет СССР,34,,Статус,2023,-1,-1
Московская область,sale,flat,2,9,1,39.0,3890000.0,Великий Новгород, Кочетова,14к2,,,1990,19 м²,9 м²
Московская область,sale,flat,3,3,1,40.7,3900000.0,мкр. Щурово,Коммунальная ,18А,,На Коммунальной,2012,-1,"7,5 м²"
Московская область,sale,flat,4,5,2,43.5,6990000.0,Красногвардейский,Пискаревский проспект,145К2,Академическая,,1962,"28,4 м²","5,5 м²"
Московская область,sale,flat,12,17,2,48.8,6970000.0,Новоивановское рп, Западная,85,,Апарт комплекс М1 Сколково,2023,-1,17 м²
Московская область,sale,flat,4,9,2,45.0,17490000.0,Войковский, Зои и Александра Космодемьянских,11,Войковская,,1976,-1,7 м²
Московская область,sale,flat,15,16,2,70.0,17570000.0,Центральный, Парковая,3/5,,Жилой дом на ул. Парковая,2018,50 м²,15 м²
Московская область,sale,flat,3,13,3,67.8,40000000.0,Хорошево-Мневники, Мневники,,Народное Ополчение,Остров,2023,"31,8 м²",19 м²
Московская область,sale,flat,11,16,4,83.48,7847120.0,Советский, Имени А.Ф. Войстроченко,5,,Центральный,2022,"52,8 м²","5,2 м²"
Московская область,sale,flat,4,9,4,127.8,15400000.0,Ингодинский,Ангарская ,19,,,2007,-1,"40,3 м²"
Московская область,sale,flat,3,6,3,138.0,129500000.0,Тверской,1-й Колобовский переулок,14,Трубная,,2005,-1,15 м²
Московская область,sale,flat,5,9,3,117.0,65500000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза,2013,-1,25 м²
Москва,sale,flat,5,14,4,210.0,280000000.0,Пресненский,переулок Капранова,4,Краснопресненская,Park House,-1,-1,15 м²
Москва,sale,flat,12,12,4,270.6,724438500.0,Хамовники, Ефремова,10с1к4/4,Фрунзенская,Садовые кварталы,2019,-1,-1
Москва,sale,flat,5,14,1,34.86,7714446.0,,,к9,Филатов Луг,Цветочные Поляны ЖК,2024,"9,4 м²","17,2 м²"
Москва,sale,flat,1,14,1,40.1,7800000.0,,шоссе Остафьевское,12к1,Щербинка,Остафьево,2020,28 м²,4 м²
Москва,sale,flat,2,23,1,41.3,7768530.0,,,,Филатов Луг,Детали ЖК,2026,"14,7 м²","14,4 м²"
Москва,sale,flat,5,15,1,34.19,7780875.0,,,к12,Щербинка,Алхимово ЖК,2024,"23,5 м²",3 м²
Москва,sale,flat,8,16,1,32.37,7861006.0,Молжаниновский,,к4,Новоподрезково,Молжаниново ЖК,2025,"9,2 м²","15,6 м²"
Москва,sale,flat,8,21,2,71.3,41300000.0,Хорошево-Мневники, Нижние Мневники,37Ас3,Терехово ,Остров,-1,"31,7 м²","18,4 м²"
Москва,sale,flat,10,18,2,62.2,42999999.0,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь,2018,-1,25 м²
Москва,sale,flat,16,23,2,83.9,45400000.0,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский,2019,"63,5 м²",10 м²
Москва,sale,flat,3,5,1,28.0,5250000.0,,,5,Апрелевка,,-1,"16,7 м²","6,3 м²"
Москва,sale,flat,5,21,1,21.66,5500000.0,Тропарево-Никулино,Востряковское шоссе,7с3,Озёрная,Комплекс апартаментов CITIMIX,2020,16 м²,4 м²
Москва,sale,flat,8,21,2,71.3,41300000.0,Хорошево-Мневники, Нижние Мневники,37Ас3,Терехово ,Остров,-1,"31,7 м²","18,4 м²"
Москва,sale,flat,10,18,2,62.2,42999999.0,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь,2018,-1,25 м²
Москва,sale,flat,16,23,2,83.9,45400000.0,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский,2019,"63,5 м²",10 м²
Москва,sale,flat,3,5,1,28.0,5250000.0,,,5,Апрелевка,,-1,"16,7 м²","6,3 м²"
Москва,sale,flat,5,21,1,21.66,5500000.0,Тропарево-Никулино,Востряковское шоссе,7с3,Озёрная,Комплекс апартаментов CITIMIX,2020,16 м²,4 м²
Москва,sale,flat,1,14,4,129.0,54000000.0,Левобережный,,С2,Беломорская,Акватория ЖК,2022,76 м²,10 м²
Москва,sale,flat,22,23,3,163.0,56000000.0,Проспект Вернадского,Ленинский проспект,116К1,Новаторская,,1999,-1,-1
Москва,sale,flat,5,28,4,158.0,57000000.0,Можайский,Можайское шоссе,36,Рабочий посёлок,,-1,"93,5 м²",25 м²
Москва,sale,flat,4,14,4,89.2,57000000.0,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden,2023,"38,2 м²","22,9 м²"
Москва,sale,flat,12,14,4,125.2,59500000.0,Левобережный,,С2,Беломорская,Акватория ЖК,2022,73 м²,10 м²
Москва,sale,flat,20,36,4,123.0,60500000.0,Беговой,Ленинградский проспект,34А,Динамо,Комплекс апартаментов Alcon Tower,2023,91 м²,20 м²
Москва,sale,flat,5,5,4,234.0,150000000.0,Покровское-Стрешнево,Береговая ,8К1,Стрешнево,,2002,100 м²,15 м²
Москва,sale,flat,12,12,3,81.2,65900000.0,Сокол, Врубеля,4к1,Сокол,,2023,-1,7 м²
Москва,sale,flat,6,8,4,132.0,71700000.0,Тверской,Тверская ,27С2,Маяковская,,-1,96 м²,13 м²
Москва,sale,flat,2,17,1,28.0,5900000.0,,,7,Остафьево,Новомосковский,2015,12 м²,10 м²
Москва,sale,flat,12,19,1,21.6,5959040.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,2025,"7,6 м²","5,1 м²"
Москва,sale,flat,3,17,1,22.25,5994475.0,,,к2,Филатов Луг,Квартал Марьино ЖК,2025,"12,1 м²",3 м²
Москва,sale,flat,2,13,3,120.0,160000000.0,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide,2017,-1,12 м²
Москва,sale,flat,22,53,3,152.7,167970000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2011,85 м²,16 м²
Москва,sale,flat,8,9,2,35.3,8888888.0,,,к25,Крёкшино,Новое Внуково ЖК,2025,"19,7 м²","6,5 м²"
Москва,sale,flat,3,14,2,52.0,10249000.0,Крюково,Зеленоград,к1624,Зеленоград — Крюково,,1994,"30,5 м²","8,3 м²"
Москва,sale,flat,14,28,2,67.0,30000000.0,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,КутузовGRAD II,2021,29 м²,19 м²
Москва,sale,flat,3,8,4,131.6,165000000.0,Замоскворечье, Малая Ордынка,19,Третьяковская,Малая Ордынка 19,-1,-1,14 м²
Москва,sale,flat,5,7,4,125.7,168000000.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,-1,51 м²,38 м²
Москва,sale,flat,14,24,4,180.0,180000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота,-1,148 м²,-1
Москва,sale,flat,1,12,3,71.5,18500000.0,Богородское,Малая Черкизовская ,66,Преображенская площадь,,-1,35 м²,"9,7 м²"
Москва,sale,flat,3,8,4,131.6,165000000.0,Замоскворечье, Малая Ордынка,19,Третьяковская,Малая Ордынка 19,-1,-1,14 м²
Москва,sale,flat,5,7,4,125.7,168000000.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,-1,51 м²,38 м²
Москва,sale,flat,14,24,4,180.0,180000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота,-1,148 м²,-1
Москва,sale,flat,1,12,3,71.5,18500000.0,Богородское,Малая Черкизовская ,66,Преображенская площадь,,-1,35 м²,"9,7 м²"
Москва,sale,flat,16,24,4,110.9,58500000.0,Тропарево-Никулино,проспект Вернадского,80,Юго-Западная,Клубный дом Full House,2024,"66,4 м²",10 м²
Москва,sale,flat,5,30,3,135.0,69000000.0,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода,2012,76 м²,18 м²
Москва,sale,flat,11,22,4,142.5,85000000.0,Покровское-Стрешнево,Вивальди кв-л,,Спартак,Клубный Город на Реке Примавера ЖК,2025,"70,3 м²",30 м²
Москва,sale,flat,3,11,3,116.69,116690000.0,Дорогомилово,,3к4,Парк Победы,Виктори Парк Резиденсез ЖК,2024,-1,-1
Москва,sale,flat,4,6,3,219.4,318371998.0,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11,2009,-1,20 м²
Москва,sale,flat,18,26,3,79.6,38000000.0,Обручевский, Новаторов,4К5,Новаторская,,-1,60 м²,9 м²
Москва,sale,flat,4,8,3,102.4,38500000.0,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land,2023,62 м²,20 м²
Москва,sale,flat,4,8,2,65.0,39900000.0,Тверской,Благовещенский переулок,5,Маяковская,,1902,42 м²,12 м²
Москва,sale,flat,2,13,3,120.0,160000000.0,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide,2017,-1,12 м²
Москва,sale,flat,23,25,3,140.0,45000000.0,Очаково-Матвеевское,Мичуринский проспект,80,Озёрная,,2004,-1,-1
Москва,sale,flat,6,12,2,44.8,19490000.0,Марьина роща,1-й Стрелецкий проезд,3,Марьина Роща,,1973,27 м²,6 м²
Москва,sale,flat,8,12,1,36.56,7100000.0,, Уточкина,4,Силикатная,Алхимово,2023,-1,"5,9 м²"
Москва,sale,flat,7,16,1,45.0,7200000.0,,,23А,Апрелевка,,2013,19 м²,10 м²
Москва,sale,flat,3,7,-1,252.0,396000000.0,Хамовники,Большой Левшинский переулок,11,Смоленская,Дворянское гнездо,2003,-1,-1
Москва,sale,flat,12,15,3,70.9,31000000.0,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II,2025,"48,9 м²",-1
Москва,sale,flat,4,23,3,122.7,65000000.0,Фили-Давыдково,Давыдковская ,16,Славянский бульвар,,2007,-1,25 м²
Москва,sale,flat,35,78,2,83.0,65000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,48 м²,8 м²
Москвская область,sale,flat,8,9,2,44.0,14700000.0,Отрадное, Пестеля,2,Отрадное,,1975,-1,7 м²
Москвская область,sale,flat,2,51,1,37.01,17209650.0,Хорошевский,2-й Хорошевский проезд,7С15,Хорошёвская,SEZAR CITY,2027,"12,4 м²","12,5 м²"
Москвская область,sale,flat,4,13,1,41.1,19950000.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ,2023,"14,5 м²","16,1 м²"
Москвская область,sale,flat,2,24,1,30.3,5322250.0,Прикубанский, Имени Героя Георгия Бочарникова,2к1,,Улыбка,2024,-1,"9,3 м²"
Москвская область,sale,flat,27,55,4,96.5,39990000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers,2022,"59,9 м²","16,4 м²"
Москвская область,sale,flat,8,59,3,128.0,41000000.0,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор,2015,89 м²,25 м²
Москвская область,sale,flat,1,12,3,62.4,22200000.0,Якиманка,Мытная ,46/2С1,Шаболовская,,1967,-1,"9,3 м²"
Москвская область,sale,flat,15,25,3,89.0,22100000.0,,,5А мкр,Баковка,,2013,58 м²,17 м²
Москвская область,sale,flat,4,18,3,77.7,23950000.0,Бутырский, Милашенкова,20,Фонвизинская,,1997,47 м²,10 м²
Москвская область,sale,flat,5,21,3,120.0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,-1,-1,20 м²
Москвская область,sale,flat,11,17,1,39.8,3800000.0,Заволжский,проспект Ливанова,15,,,2016,"18,8 м²","9,8 м²"
Москвская область,sale,flat,1,8,1,43.0,3805500.0,с. Новая Усмань, Ленина,312А,,Дубрава,2024,"13,3 м²","16,4 м²"
Москвская область,sale,flat,8,10,1,39.0,3899999.0,Советский, Балакирева,2,,,-1,17 м²,"9,3 м²"
Москвская область,sale,flat,1,5,1,32.05,3941941.0,,,,,Аквилон SEVER,2026,"12,2 м²","10,5 м²"
Москвская область,sale,flat,5,16,2,71.22,9970000.0,Черемушки мкр, Вишняковой,1/23к1,,Радонеж,2019,-1,"13,7 м²"
Москвская область,sale,flat,18,27,2,55.1,10600000.0,Выборгский, Николая Рубцова,11к1,Парнас,Северная долина,2014,-1,-1
Москвская область,sale,flat,8,10,4,123.85,37433000.0,Кировский, Седова,19.0,,Два капитана,2025,"69,1 м²","10,1 м²"
Москвская область,sale,flat,1,9,4,160.4,40100000.0,,,,,SunGarden,2027,"96,4 м²",-1
Новая Москва,sale,flat,10,21,4,121.74,11626170.0,Коминтерновский,,,,48 ЖК,2025,-1,-1
Новая Москва,sale,flat,2,13,4,84.06,25064247.0,,,,,Парковая Резиденция,2027,-1,-1
Новая Москва,sale,flat,7,16,4,73.8,5586660.0,с. Засечное, Светлая,с77,,Радужные дворы,2025,-1,-1
Новая Москва,sale,flat,7,28,1,32.8,5500986.0,Первомайский,,,,Борисенко 48 ЖК,2026,"9,4 м²","15,9 м²"
Новая Москва,sale,flat,19,29,3,79.54,46000000.0,Марфино, Академика Королева,21,Останкино,Дом Достижение,2024,52 м²,8 м²
Новая Москва,sale,flat,17,41,3,68.0,46300000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,35 м²,20 м²
Новая Москва,sale,flat,48,50,4,98.5,47280000.0,Раменки, Лобачевского,118Ас14,Аминьевская,Событие,2021,"55,9 м²",10 м²
Новая Москва,sale,flat,10,12,3,85.8,48000000.0,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,2019,-1,25 м²
Новая Москва,sale,flat,7,24,3,66.0,54500000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота,-1,50 м²,8 м²
Новая Москва,sale,flat,16,24,4,110.9,58500000.0,Тропарево-Никулино,проспект Вернадского,80,Юго-Западная,Клубный дом Full House,2024,"66,4 м²",10 м²
Новая Москва,sale,flat,16,20,3,90.0,94500000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке,2021,51 м²,21 м²
Новая Москва,sale,flat,2,15,1,29.75,5529999.0,Выборгский,,,,Глоракс Парголово ЖК,2025,"20,3 м²",-1
Новая Москва,sale,flat,4,9,1,42.1,5600000.0,,,,,Мой город,2024,17 м²,"10,5 м²"
Новая Москва,sale,flat,7,23,1,40.6,5684000.0,Ленинский,,,,Центральный квартал Скала Сити ЖК,2027,"11,2 м²","17,1 м²"
Новая Москва,sale,flat,4,4,1,29.0,7605000.0,Приморский,Серебристый бульвар,18К1,Пионерская,,-1,19 м²,10 м²
Новая Москва,sale,flat,5,5,1,28.0,4500000.0,, Папанина,12/18,ВДНХ,,1963,17 м²,6 м²
Новая Москва,sale,flat,3,5,1,32.7,23960000.0,Замоскворечье,Новокузнецкая ,,Павелецкая,,-1,"15,3 м²","7,5 м²"
Новая Москва,sale,flat,3,6,2,71.4,38500000.0,Даниловский,проспект Лихачева,18к3,Технопарк,Квартал на набережной NOW,2023,"28,5 м²","17,8 м²"
Новая Москва,sale,flat,4,8,2,64.0,39900000.0,Тверской,Благовещенский переулок,5,Маяковская,,-1,39 м²,10 м²
Новая Москва,sale,flat,14,21,4,150.0,280000000.0,Центральный,переулок Морской,1к1,,Александрийский Маяк,2007,-1,35 м²
Новая Москва,sale,flat,10,21,4,121.74,11626170.0,Коминтерновский,,,,48 ЖК,2025,-1,-1
Новая Москва,sale,flat,5,10,1,35.2,4100000.0,Центральный,Голубинская ,8,,,-1,"19,2 м²","8,5 м²"
Новая Москва,sale,flat,12,14,2,56.34,14900000.0,Василеостровский,бульвар Головнина,,Приморская,Морская набережная,2024,"29,6 м²","15,8 м²"
Новая Москва,sale,flat,18,25,2,89.1,15585600.0,Заельцовский,Овражная ,2А,Заельцовская,Тайм Сквер,2025,-1,-1
Новая Москва,sale,flat,1,13,4,77.01,6844649.0,Заволжский,Сиреневый проезд,8,,Элемент,2026,"54,8 м²",10 м²
Новая Москва,sale,flat,7,10,4,76.7,6900000.0,Ингодинский,Промышленная ,56,,,1992,-1,9 м²
Новая Москва,sale,flat,5,6,4,135.7,6990000.0,Первомайский,Вадинская ,33,,,2002,"82,6 м²","17,7 м²"
Новая Москва,sale,flat,11,24,4,120.4,13909800.0,с. Засечное,бульвар Прибрежный,5,,Созвездие,2023,-1,-1
Новая Москва,sale,flat,2,22,4,134.5,78800000.0,Якиманка,Мытная ,40к1,Серпуховская,Sky House,2020,80 м²,45 м²
Новая Москва,sale,flat,27,52,3,124.0,118000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2012,82 м²,"17,3 м²"
Новая Москва,sale,flat,53,79,3,112.9,135000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,2019,84 м²,6 м²
Новая Москва,sale,flat,2,9,2,67.9,21500000.0,Северный,бульвар Академика Ландау,3,Физтех,Северный,2017,38 м²,17 м²
Московская область,sale,flat,2,8,4,112.9,26204090.0,Ленинский,Советская ,16,,"по ул. Советская, 16А",2026,"66,5 м²",-1
Московская область,sale,flat,1,4,4,142.2,32720000.0,Ялта, Халтурина,36А,,Миндаль,2025,-1,25 м²
Московская область,sale,flat,1,4,4,142.2,32720000.0,Ялта, Халтурина,36А,,Миндаль,2025,-1,25 м²
Московская область,sale,flat,6,16,3,52.0,9500000.0,, Стрельбище Динамо,10,Бабушкинская,Мытищи Парк,2023,"30,6 м²","16,1 м²"
Московская область,sale,flat,5,15,3,77.2,13700000.0,Селятино рп, Клубная,54,,,2013,"51,5 м²","9,8 м²"
Московская область,sale,flat,4,5,3,72.2,18250000.0,Перово,Мартеновская ,6К3,Новогиреево,,1960,"52,6 м²",8 м²
Московская область,sale,flat,1,12,3,71.5,18500000.0,Богородское,Малая Черкизовская ,66,Преображенская площадь,,-1,35 м²,"9,7 м²"
Московская область,sale,flat,5,6,3,78.1,72443850.0,Тверской,1-я Тверская-Ямская ,18,Маяковская,,1952,-1,7 м²
Московская область,sale,flat,4,11,3,72.5,75000000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft,2022,50 м²,15 м²
Московская область,sale,flat,2,9,1,67.3,22222460.0,Советский,,,Суконная слобода,Мифы ЖК,2026,"17,5 м²","8,1 м²"
Московская область,sale,flat,14,18,2,40.0,23500000.0,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити,-1,29 м²,5 м²
Московская область,sale,flat,3,10,1,38.3,8500000.0,Московский, Понартская,9А,,Атлант,2021,14 м²,"9,8 м²"
Московская область,sale,flat,1,4,1,37.4,3090000.0,Ленинский,Ягодный переулок,7,,,1987,18 м²,11 м²
Московская область,sale,flat,1,9,1,23.0,3134934.0,Засвияжский,Юго-Западный мкр,2,,Ультраград ЖК,2025,11 м²,5 м²
Московская область,sale,flat,5,10,1,36.5,3650000.0,Рудничный,проспект Шахтеров,123,,,2010,18 м²,"7,2 м²"
Московская область,sale,flat,10,24,2,43.0,21000000.0,Готовая кв-ра в Даниловском е2-комн. квартира,43 м²,,,,2018,24 м²,4 м²
Московская область,sale,flat,16,33,2,42.4,21000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,2023,23 м²,6 м²
Московская область,sale,flat,30,44,2,64.9,21500000.0,Покровское-Стрешнево,Строительный проезд,9С6,Трикотажная,Sky Garden,2025,"25,9 м²","21,7 м²"
Московская область,sale,flat,4,8,2,46.8,24390000.0,Раменки,Мосфильмовская ,17/25,Ломоносовский проспект,,1961,"30,6 м²","7,6 м²"
Московская область,sale,flat,2,12,2,57.0,24300000.0,Кунцево,Бобруйская ,15/1,Молодёжная,,2021,"26,1 м²","20,8 м²"
Московская область,sale,flat,6,17,3,73.6,24500000.0,Богородское,Краснобогатырская ,79,Преображенская площадь,,1992,"46,1 м²","10,2 м²"
Московская область,sale,flat,15,25,2,73.0,25500000.0,Раменки, Лобачевского,118к2,Аминьевская,Лобачевский,2017,34 м²,17 м²
Московская область,sale,flat,13,17,2,67.7,27700000.0,Даниловский, Трофимова,9К2,Автозаводская,,2004,35 м²,16 м²
Московская область,sale,flat,2,15,2,74.0,48000000.0,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк,2019,52 м²,15 м²
Московская область,sale,flat,13,24,1,36.8,17750000.0,Донской,,к3,Верхние котлы,Новоданиловская 8 ЖК,-1,"11,4 м²","17,7 м²"
Московская область,sale,flat,4,12,1,47.7,18216375.0,Курортный,Приморское шоссе,570Л,,МФК Морская ривьера,2024,"28,9 м²","13,8 м²"
Московская область,sale,flat,4,5,-1,22.0,18400000.0,Сириус пгт, 65 лет Победы,65,,,2015,-1,9 м²
Московская область,sale,flat,4,11,-1,29.2,18396000.0,Хостинский, Шоссейная,11/1,,Горка,2023,-1,-1
Московская область,sale,flat,17,26,1,38.6,20460000.0,Лефортово, Крузенштерна,12к2,Авиамоторная,Символ,-1,"11,9 м²","17,7 м²"
Московская область,sale,flat,7,23,1,43.3,5758900.0,Ленинский,,,,Центральный квартал Скала Сити ЖК,2027,"13,4 м²","18,2 м²"
Московская область,sale,flat,3,9,1,38.0,5899000.0,,,,,,1983,21 м²,15 м²
Московская область,sale,flat,6,10,1,27.56,3554413.0,,,,,Пряничная слобода,2031,"13,7 м²",-1
Московская область,sale,flat,4,16,1,35.4,3575400.0,Октябрьский,,с1,,Квартал Апгрейд Фэмили ЖК,2025,"15,2 м²",7 м²
Московская область,sale,flat,1,3,1,44.0,3600000.0,мкр. Рябиновка,Верхнеднепровская ,275к3,,Рябиновка,2017,22 м²,10 м²
Московская область,sale,flat,2,12,1,40.0,3600000.0,,,,,Семейный,2024,20 м²,10 м²
Московская область,sale,flat,1,5,1,44.2,5345600.0,Тамань ст-ца, Карла Маркса,262А,,Лермонтов,2027,"15,2 м²","13,2 м²"
Московская область,sale,flat,7,23,1,43.3,5758900.0,Ленинский,,,,Центральный квартал Скала Сити ЖК,2027,"13,4 м²","18,2 м²"
Московская область,sale,flat,3,9,1,38.0,5899000.0,,,,,,1983,21 м²,15 м²
Московская область,sale,flat,2,19,1,48.44,6532863.0,Обнинск,Белкинская ,34.0,,Пушкин,2024,"17,1 м²","10,9 м²"
Московская область,sale,flat,16,17,1,46.3,9900000.0,Алушта,переулок Заводской,8.0,,Алушта-Престиж,2021,"18,7 м²","14,2 м²"
Московская область,sale,flat,7,19,1,41.23,6390650.0,,,,,Лучший,2025,-1,-1
Московская область,sale,flat,4,4,3,79.52,15701921.0,,,,,Бакеево-парк,2023,-1,-1
Московская область,sale,flat,8,20,3,58.96,28000000.0,Даниловский,Автозаводская ,23с931к3,Технопарк,WOW,2024,"38,9 м²",5 м²
Московская область,sale,flat,4,31,2,71.0,31100000.0,Марфино,Ботаническая ,29Ак3,Владыкино,VERY,2024,36 м²,14 м²
Московская область,sale,flat,24,51,3,82.1,32000000.0,Пресненский,Шмитовский проезд,39к5,Шелепиха,Headliner,-1,-1,-1
Московская область,sale,flat,13,21,3,61.0,42800000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,2024,27 м²,"19,3 м²"
Москва,sale,flat,12,19,4,78.5,14941612.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК,2025,"47,1 м²","20,8 м²"
Москва,sale,flat,8,8,3,86.0,46000000.0,Замоскворечье,Татарская ,14,Павелецкая,,1959,55 м²,15 м²
Москва,sale,flat,8,8,4,110.0,46690000.0,Красносельский,Большая Сухаревская площадь,16/18С1,Сухаревская,,1915,80 м²,"13,5 м²"
Москва,sale,flat,14,42,3,68.0,46500000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity,-1,35 м²,10 м²
Москва,sale,flat,10,33,3,113.9,47000000.0,Тропарево-Никулино,проспект Вернадского,105к4,Юго-Западная,,2007,71 м²,10 м²
Москва,sale,flat,3,42,4,89.5,51500000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity,-1,50 м²,12 м²
Москва,sale,flat,22,39,3,83.6,52000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья,2022,-1,7 м²
Москва,sale,flat,4,7,4,128.7,117000000.0,Таганский,Большая Андроньевская ,7,Площадь Ильича,The Mostman,2019,70 м²,19 м²
Москва,sale,flat,6,9,1,22.92,6189890.0,,,к30,Рассказовка,Новое Внуково ЖК,2025,"12,2 м²",3 м²
Москва,sale,flat,9,9,1,25.5,6160417.0,,,к4.2,Филатов Луг,Середневский Лес ЖК,2025,12 м²,"6,9 м²"
Москва,sale,flat,6,6,1,29.5,6199999.0,Восточное Измайлово,Первомайская ,126,Первомайская,,2023,-1,-1
Москва,sale,flat,25,25,1,23.6,6384673.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,Зелёный парк,2026,"9,4 м²","7,5 м²"
Москва,sale,flat,4,23,3,122.7,65000000.0,Фили-Давыдково,Давыдковская ,16,Славянский бульвар,,2007,-1,25 м²
Москва,sale,flat,35,78,2,83.0,65000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,48 м²,8 м²
Москва,sale,flat,2,5,3,88.0,67490000.0,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская,,1912,55 м²,8 м²
Москва,sale,flat,14,22,3,112.0,68000000.0,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор,2017,55 м²,"12,4 м²"
Москва,sale,flat,10,46,2,58.5,39900000.0,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити,-1,24 м²,22 м²
Москва,sale,flat,4,11,3,80.0,41900000.0,Свиблово,Лазоревый проезд,1,Ботанический сад,LIFE-Ботанический сад,-1,-1,35 м²
Москва,sale,flat,5,12,3,72.0,43500000.0,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky,2023,-1,18 м²
