location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,living_meters,kitchen_meters
Московская область,sale,flat,9,16,1,37.4,5946600.0,Прикубанский, Западный обход,65/1,,Cармат,2024,-1,-1
Московская область,sale,flat,2,5,1,39.1,3600000.0,пос. Опытного хозяйства Ермолино, Центральная,3,,,-1,20 м²,10 м²
Московская область,sale,flat,37,40,2,60.8,26500000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,29 м²,20 м²
Московская область,sale,flat,2,9,2,78.65,29879999.0,Адмиралтейский, Шкапина,15,Балтийская,GloraX Балтийская,2024,"20,5 м²","23,3 м²"
Московская область,sale,flat,5,6,2,42.0,21000000.0,с. Эстосадок, Горная Карусель,6,,,-1,20 м²,15 м²
Московская область,sale,flat,5,9,2,53.0,24490000.0,Петроградский,Лодейнопольская ,7,Чкаловская,Авторский дом Tesoro by Akvilon,2023,"24,6 м²","13,1 м²"
Московская область,sale,flat,5,8,3,69.3,10400000.0,д. Глухово, Романовская,11,,Новая Рига,2022,41 м²,"12,5 м²"
Московская область,sale,flat,9,21,3,97.0,120000000.0,Пресненский, Костикова,4к2,Улица 1905 года,Lucky,-1,67 м²,-1
Московская область,sale,flat,18,18,4,187.4,99900000.0,Хорошевский, Гризодубовой,4К4,ЦСКА,Гранд-парк,2005,107 м²,20 м²
Московская область,sale,flat,16,27,4,322.0,95000000.0,Хостинский,Курортный проспект,105а,,Актер Гэлакси,-1,-1,30 м²
Московская область,sale,flat,6,8,4,233.2,430000000.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,2009,-1,20 м²
Московская область,sale,flat,7,8,-1,340.0,490000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",2012,-1,10 м²
Московская область,sale,flat,3,3,-1,784.3,1000000000.0,Раменки,Минская ,1Гк7,Ломоносовский проспект,,2004,-1,20 м²
Московская область,sale,flat,1,17,2,44.4,18679080.0,Адлерский,,,,Лестория,2027,22 м²,"10,4 м²"
Московская область,sale,flat,11,12,1,33.5,8000000.0,Чертаново Южное,3-й Дорожный проезд,6К1,Улица Академика Янгеля,,1972,17 м²,7 м²
Московская область,sale,flat,8,22,1,40.0,13290000.0,Марьино, Верхние Поля,36К2,Люблино,,2000,-1,10 м²
Московская область,sale,flat,3,5,3,82.9,42900000.0,Тверской,1-й Самотечный переулок,17А,Достоевская,,-1,-1,-1
Московская область,sale,flat,22,65,-1,39.9,45000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,-1,"24,9 м²",10 м²
Московская область,sale,flat,9,11,3,95.5,53000000.0,Раменки,Винницкая ,8к3,Раменки,Настоящее,2022,"29,8 м²","31,2 м²"
Московская область,sale,flat,10,26,3,74.5,72000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,2021,40 м²,10 м²
Московская область,sale,flat,4,5,3,157.0,78000000.0,Пресненский,Столярный переулок,3к34,Улица 1905 года,Рассвет Loft-Studio,2016,-1,20 м²
Московская область,sale,flat,15,22,1,30.6,13600000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,-1,-1,7 м²
Москва,sale,flat,14,15,4,220.0,376708020.0,Дорогомилово,Студенческая ,20к1,Студенческая,Студенческая 20,-1,114 м²,28 м²
Москва,sale,flat,2,8,4,246.0,473299820.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас,2009,-1,45 м²
Москва,sale,flat,27,32,4,140.0,81500000.0,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК,2025,"80,9 м²","26,1 м²"
Москва,sale,flat,7,26,1,31.0,25990000.0,Пресненский,к2.1,к2.1,Белорусская,Репаблик ЖК,2025,-1,7 м²
Москва,sale,flat,15,29,1,45.1,26000000.0,Нагатино-Садовники,Варшавское шоссе,37Ак3,Нагатинская,Rotterdam,2025,"12,6 м²","14,8 м²"
Москва,sale,flat,4,4,1,38.3,26810000.0,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills,2024,-1,7 м²
Москва,sale,flat,3,11,1,40.9,26800000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее,-1,16 м²,"10,6 м²"
Москва,sale,flat,3,6,1,18.0,4650000.0,Чертаново Северное,Варшавское шоссе,125С1,Южная,,-1,7 м²,2 м²
Москва,sale,flat,15,51,3,76.0,58500000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",-1,-1,20 м²
Москва,sale,flat,21,22,4,141.0,86900000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров,2024,-1,-1
Москва,sale,flat,5,6,3,106.4,93990000.0,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом,2013,-1,10 м²
Москва,sale,flat,15,51,3,76.0,58500000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",-1,-1,20 м²
Москва,sale,flat,21,22,4,141.0,86900000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров,2024,-1,-1
Москва,sale,flat,5,6,3,106.4,93990000.0,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом,2013,-1,10 м²
Москва,sale,flat,4,6,3,144.0,500000000.0,Хамовники,Всеволожский переулок,5,Кропоткинская,Резиденция на Всеволожском,-1,-1,-1
Москва,sale,flat,8,17,1,36.2,27000000.0,Тверской,Садовая-Триумфальная ,22/31,Маяковская,,1968,22 м²,8 м²
Москва,sale,flat,6,28,2,85.0,56500000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point,-1,25 м²,40 м²
Москва,sale,flat,4,8,2,69.8,66196961.0,Хамовники,Смоленский бульвар,22/14,Смоленская,,1941,54 м²,8 м²
Москва,sale,flat,5,16,2,59.4,67000000.0,Пресненский,Мантулинская ,9к6,Москва-Сити,City Park,2020,40 м²,12 м²
Москва,sale,flat,4,4,1,42.1,19000000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft,2022,"15,2 м²",10 м²
Москва,sale,flat,2,22,3,67.7,42355790.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,2022,"37,9 м²","8,1 м²"
Москва,sale,flat,2,7,3,108.0,48500000.0,Тверской,1-я Миусская ,24/22С4,Менделеевская,,1917,70 м²,10 м²
Москва,sale,flat,8,12,3,94.0,49000000.0,Видовая кв-ра в е Мосфильма3-комн. квартира,94 м²,,,,1972,51 м²,13 м²
Москва,sale,flat,5,24,3,107.6,50000000.0,Таганский,Марксистская ,7,Пролетарская,,2001,71 м²,18 м²
Москва,sale,flat,14,19,3,114.2,55000000.0,Раменки,Мичуринский проспект,29,Раменки,,1999,35 м²,30 м²
Москва,sale,flat,34,41,3,80.8,61000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,47 м²,8 м²
Москва,sale,flat,3,28,4,125.0,74990000.0,Якиманка,Мытная ,40к4,Октябрьская,Sky House,-1,-1,30 м²
Москва,sale,flat,8,12,3,94.0,49000000.0,Видовая кв-ра в е Мосфильма3-комн. квартира,94 м²,,,,1972,51 м²,13 м²
Москва,sale,flat,5,24,3,107.6,50000000.0,Таганский,Марксистская ,7.0,Пролетарская,,2001,71 м²,18 м²
Москва,sale,flat,9,10,1,32.3,13000000.0,Головинский,Михалковская ,52С7,Коптево,,2024,10 м²,8 м²
Москва,sale,flat,6,18,1,42.0,13000000.0,Чертаново Центральное, Красного Маяка,22к1,Пражская,,2011,18 м²,10 м²
Москва,sale,flat,2,9,1,17.1,13170000.0,Замоскворечье,Большой Овчинниковский переулок,10,Новокузнецкая,,1911,-1,-1
Москва,sale,flat,23,24,1,44.4,15500000.0,, Татьянин Парк,19к2,Говорово,Татьянин Парк,2019,14 м²,10 м²
Москва,sale,flat,2,9,2,60.0,93000000.0,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,Дом NV/9,2020,14 м²,30 м²
Москва,sale,flat,3,7,3,154.2,309241280.0,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус,-1,97 м²,9 м²
Москва,sale,flat,15,25,3,67.8,24500000.0,Митино,Муравская ,42к2,Пятницкое шоссе,Мир Митино,2019,-1,-1
Москва,sale,flat,4,9,2,47.0,26700000.0,Раменки, Дружбы,2/19,Ломоносовский проспект,,1960,-1,-1
Москва,sale,flat,12,24,3,100.5,47000000.0,Готовая 3-к. кв-ра в е Кунцево3-комн. квартира,12/24 этаж,,,,2009,44 м²,15 м²
Москва,sale,flat,10,12,3,103.0,80000000.0,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан,2020,-1,10 м²
Москва,sale,flat,2,6,4,162.0,96500000.0,Покровское-Стрешнево,Береговая ,4К5,Стрешнево,Покровский берег,2005,101 м²,13 м²
Москва,sale,flat,7,9,3,135.0,155000000.0,Замоскворечье, Бахрушина,13,Павелецкая,,2005,-1,10 м²
Москва,sale,flat,2,6,4,162.0,96500000.0,Покровское-Стрешнево,Береговая ,4К5,Стрешнево,Покровский берег,2005,101 м²,13 м²
Москва,sale,flat,11,13,4,142.0,98500000.0,Пресненский,Большая Садовая ,5к1,Маяковская,Квартал апартаментов Сады Пекина,2016,80 м²,-1
Москва,sale,flat,14,20,3,132.5,125000000.0,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево,2012,-1,10 м²
Москва,sale,flat,3,14,3,115.8,130000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы,-1,"95,8 м²",15 м²
Москва,sale,flat,7,9,3,160.8,278611776.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2023,43 м²,60 м²
Москва,sale,flat,4,9,4,202.0,300000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе,2014,170 м²,20 м²
Москва,sale,flat,39,65,3,223.3,241850500.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,2008,-1,20 м²
Москва,sale,flat,5,6,4,157.4,250000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,-1,75 м²,25 м²
Москва,sale,flat,5,8,3,84.5,35000000.0,Ховрино,Фестивальная ,47,Речной вокзал,,-1,-1,10 м²
Москва,sale,flat,22,22,2,55.7,39500000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,-1,"33,4 м²","17,3 м²"
Москва,sale,flat,2,39,2,69.0,47000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья,2022,35 м²,10 м²
Москва,sale,flat,22,22,2,55.7,39500000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog,-1,-1,"17,4 м²"
Москва,sale,flat,4,35,3,84.3,39800000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья,2022,"48,8 м²","23,5 м²"
Москва,sale,flat,9,20,2,71.8,57000000.0,Пресненский,Мантулинская ,9к4,Москва-Сити,City Park,-1,13 м²,32 м²
Москва,sale,flat,42,66,2,67.4,60660000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,2020,-1,-1
Москва,sale,flat,5,12,1,33.5,14500000.0,Беговой,Ленинградский проспект,33А,Динамо,,1964,17 м²,4 м²
Москва,sale,flat,3,29,1,44.1,14610330.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower,2025,"15,3 м²","16,7 м²"
Москва,sale,flat,6,13,2,120.2,90150000.0,Арбат, Новый Арбат,32,Смоленская,Звёзды Арбата,2013,-1,10 м²
Москва,sale,flat,2,6,3,74.0,67500000.0,Пресненский,Богословский переулок,7,Пушкинская,,1977,46 м²,7 м²
Москва,sale,flat,3,24,3,107.6,73000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота,2019,-1,10 м²
Москва,sale,flat,2,8,2,61.5,47970000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,2021,"36,5 м²",20 м²
Москвская область,sale,flat,8,10,1,30.0,10500000.0,Хостинский, Шоссейная,9к2,,,2023,20 м²,-1
Москвская область,sale,flat,4,11,1,52.4,19900000.0,Фрунзенский,Лиговский проспект,232,Обводный канал,Ligovsky city-Второй квартал,2020,"13,3 м²",20 м²
Москвская область,sale,flat,19,27,2,70.0,57000000.0,Хостинский,Курортный проспект,105,,,2016,56 м²,-1
Москвская область,sale,flat,1,5,2,53.4,6300000.0,пос. Бугры,Шоссейная ,32,,,1993,30 м²,9 м²
Москвская область,sale,flat,3,7,2,66.1,72000000.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,2016,40 м²,-1
Москвская область,sale,flat,8,22,3,123.3,66000000.0,Пресненский,Шмитовский проезд,16С2,Москва-Сити,Шмитовский 16,-1,60 м²,"18,7 м²"
Москвская область,sale,flat,2,5,3,88.0,67500000.0,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская,,1912,-1,10 м²
Москвская область,sale,flat,13,21,3,76.1,76000000.0,Пресненский,2-я Черногрязская ,6к4,Улица 1905 года,RedSide,2017,-1,-1
Москвская область,sale,flat,7,25,3,89.8,13494329.0,,Первомайский проезд,1,Салтыковская,28 микрорайон,2022,"46,6 м²","13,7 м²"
Москвская область,sale,flat,15,17,3,73.4,20000000.0,Митино,переулок Ангелов,8,Пятницкое шоссе,,1992,-1,9 м²
Москвская область,sale,flat,9,17,3,75.3,20650000.0,Митино, Барышиха,50,Пятницкое шоссе,,1993,-1,"44,2 м²"
Москвская область,sale,flat,62,78,3,145.0,113000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,-1,-1,15 м²
Москвская область,sale,flat,24,26,1,33.4,4843000.0,Первомайский, Раздорская,2А,,Грин Парк,2023,-1,"10,5 м²"
Москвская область,sale,flat,9,16,1,37.5,4800000.0,Свердловский рп, Заречная,10,,,2017,16 м²,"10,5 м²"
Москвская область,sale,flat,8,32,1,23.03,4870800.0,Советский,Зеленая Роща жилрайон,,,Урбаника ЖК,2026,-1,-1
Москвская область,sale,flat,4,4,1,29.0,7605000.0,Приморский,Серебристый бульвар,18К1,Пионерская,,-1,19 м²,10 м²
Москвская область,sale,flat,2,3,2,35.5,9400000.0,с. Гуниб, Имени Николая Пирогова,,,,-1,-1,6 м²
Москвская область,sale,flat,8,9,2,44.0,14700000.0,Отрадное, Пестеля,2.0,Отрадное,,1975,-1,7 м²
Москвская область,sale,flat,63,79,4,225.0,209250000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,100 м²,50 м²
Москвская область,sale,flat,6,8,4,197.2,220000000.0,Арбат, Арбат,24,Смоленская,Turandot Residences,-1,-1,-1
Новая Москва,sale,flat,5,6,4,168.2,16320000.0,Московский, Кулахметова,15,Северный Вокзал,,1997,80 м²,"20,6 м²"
Новая Москва,sale,flat,5,5,4,153.0,68000000.0,Адмиралтейский,Адмиралтейская набережная,12-14,Адмиралтейская,,-1,80 м²,30 м²
Новая Москва,sale,flat,6,7,4,123.5,77805000.0,Петроградский,Петровский проспект,28к2,Крестовский остров,Grand View,2023,"80,3 м²","12,9 м²"
Новая Москва,sale,flat,2,4,4,443.0,370000000.0,Петроградский,Чкаловское,5,Крестовский остров,,2003,160 м²,73 м²
Новая Москва,sale,flat,2,21,4,79.9,11696000.0,Орджоникидзевский,,,Машиностроителей,Основинские кварталы ЖК,2027,"48,8 м²","9,3 м²"
Новая Москва,sale,flat,19,20,4,112.59,36542641.0,,,,,Крымская Резиденция,2025,-1,-1
Новая Москва,sale,flat,8,22,4,84.1,19000000.0,,бульвар Подмосковный,10,Пенягино,Павшинская пойма мкр. 2,-1,-1,18 м²
Новая Москва,sale,flat,6,14,4,135.8,65000000.0,Фили-Давыдково,Звенигородская ,5,Кунцевская,,1997,85 м²,"15,5 м²"
Новая Москва,sale,flat,3,18,4,137.0,75000000.0,Пресненский,Шмитовский проезд,20,Москва-Сити,Дом на Пресне,2008,91 м²,10 м²
Новая Москва,sale,flat,5,5,3,92.4,75000000.0,Пресненский,Мерзляковский переулок,13,Арбатская,,2000,-1,-1
Новая Москва,sale,flat,2,12,3,97.4,77000000.0,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река,2023,51 м²,"24,8 м²"
Новая Москва,sale,flat,7,18,4,162.8,78000000.0,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово,2005,-1,25 м²
Новая Москва,sale,flat,2,5,3,123.1,80000000.0,,,117,,Level Barvikha Residence,2019,-1,-1
Новая Москва,sale,flat,21,22,4,143.2,92550000.0,Хорошево-Мневники, Нижние Мневники,16к5,Терехово ,Остров,2023,"50,7 м²","16,3 м²"
Новая Москва,sale,flat,5,6,4,157.4,250000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,-1,75 м²,25 м²
Новая Москва,sale,flat,2,7,1,33.8,7490000.0,Канавинский, Бетанкура,6.0,Стрелка,,2014,"8,4 м²",17 м²
Новая Москва,sale,flat,3,20,1,22.87,7547100.0,,,,,Центральный,2026,-1,-1
Новая Москва,sale,flat,6,9,1,33.2,9000000.0,,,,,Песчаный,2025,-1,15 м²
Новая Москва,sale,flat,22,22,1,19.4,8880000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,1980,15 м²,4 м²
Новая Москва,sale,flat,22,22,1,19.4,8880000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,1980,14 м²,4 м²
Новая Москва,sale,flat,22,22,1,16.0,8880000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,1980,8 м²,3 м²
Новая Москва,sale,flat,6,6,4,163.5,110000000.0,Замоскворечье,Голиковский переулок,5,Третьяковская,,1998,104 м²,"15,3 м²"
Новая Москва,sale,flat,4,7,4,128.7,117000000.0,Таганский,Большая Андроньевская ,7,Площадь Ильича,The Mostman,2019,70 м²,19 м²
Новая Москва,sale,flat,5,7,3,108.9,124000000.0,Хамовники,3-й Обыденский переулок,2,Кропоткинская,,2002,"70,9 м²",35 м²
Новая Москва,sale,flat,3,9,2,40.1,13500000.0,Преображенское,Халтуринская ,11,Преображенская площадь,,-1,25 м²,"5,5 м²"
Новая Москва,sale,flat,6,8,4,197.2,220000000.0,Арбат, Арбат,24,Смоленская,Turandot Residences,-1,-1,-1
Новая Москва,sale,flat,5,6,4,104.0,14500000.0,Советский, Космонавтов,55,Суконная слобода,,1995,64 м²,12 м²
Новая Москва,sale,flat,9,16,1,37.5,4800000.0,Свердловский рп, Заречная,10.0,,,2017,16 м²,"10,5 м²"
Новая Москва,sale,flat,8,32,1,23.03,4870800.0,Советский,Зеленая Роща жилрайон,,,Урбаника ЖК,2026,-1,-1
Новая Москва,sale,flat,10,25,2,56.0,33000000.0,Хорошево-Мневники,Карамышевская набережная,34,Народное Ополчение,Wellton park,2015,-1,10 м²
Новая Москва,sale,flat,2,13,2,121.4,27922000.0,Алушта, Набережная,18,,Апарт-отель AURA,2025,-1,-1
Новая Москва,sale,flat,5,9,4,228.0,320000000.0,Басманный,Казарменный переулок,3.0,Курская,Дом на Покровском бульваре,-1,-1,-1
Новая Москва,sale,flat,21,21,4,239.4,359100000.0,Басманный,,,Чкаловская,Чкалов ЖК,2024,-1,-1
Новая Москва,sale,flat,16,16,4,114.75,14802750.0,,,,,Сегодня,2025,-1,-1
Новая Москва,sale,flat,2,21,4,79.9,11696000.0,Орджоникидзевский,,,Машиностроителей,Основинские кварталы ЖК,2027,"48,8 м²","9,3 м²"
Новая Москва,sale,flat,4,4,-1,379.2,430000000.0,Басманный,Мясницкая ,22С1,Лубянка,,1917,-1,-1
Новая Москва,sale,flat,7,8,5,340.0,490000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24",-1,130 м²,40 м²
Новая Москва,sale,flat,9,11,5,320.0,531661349.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк,-1,290 м²,25 м²
Новая Москва,sale,flat,17,22,1,20.7,4000000.0,Красногвардейский,Полюстрово,16к1,Девяткино,Цветной Город,2019,10 м²,"5,4 м²"
Новая Москва,sale,flat,13,20,1,50.9,6362500.0,Имени Демьяна Бедного жилмассив, Степная,1/1,,Мозаика,2020,-1,-1
Новая Москва,sale,flat,2,8,1,21.2,6900000.0,Тимирязевский,Дмитровское шоссе,46К1,Петровско-Разумовская,,1964,-1,-1
Новая Москва,sale,flat,3,14,1,43.5,12000000.0,Марьино, Перерва,26К2,Марьино,,1989,20 м²,9 м²
Новая Москва,sale,flat,16,17,2,54.7,12700000.0,, Летчика Грицевца,8,Пыхтино,Солнцево парк,-1,34 м²,9 м²
Новая Москва,sale,flat,15,22,1,30.6,13600000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,-1,-1,7 м²
Новая Москва,sale,flat,11,14,1,35.0,13900000.0,Раменки,1-й Сетуньский проезд,10,Кутузовская,,1973,19 м²,10 м²
Новая Москва,sale,flat,7,13,2,61.4,21700000.0,Выборгский, Грибалевой,7к3,Лесная,Life Лесная,2019,"29,3 м²","13,7 м²"
Новая Москва,sale,flat,33,50,1,50.0,35300000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56",2020,21 м²,15 м²
Новая Москва,sale,flat,4,13,3,82.9,43000000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее,2022,"36,5 м²","26,3 м²"
Новая Москва,sale,flat,6,37,3,76.0,47500000.0,Беговой,Северный ао,К2,Белорусская,Слава ЖК,2023,30 м²,20 м²
Новая Москва,sale,flat,8,12,3,94.6,54000000.0,Якиманка,Конный переулок,4,Шаболовская,,2001,-1,10 м²
Новая Москва,sale,flat,8,8,4,184.5,70000000.0,Даниловский,2-й Павелецкий проезд,5С1,Крестьянская застава,RIVERDALE APARTMENTS,2016,100 м²,20 м²
Новая Москва,sale,flat,24,79,1,72.0,70000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,2019,50 м²,15 м²
Новая Москва,sale,flat,7,20,4,178.0,77000000.0,Черемушки,Новочеремушкинская ,44К3,Профсоюзная,Адмирал,-1,-1,10 м²
Новая Москва,sale,flat,5,8,3,130.0,110000000.0,Замоскворечье, Малая Ордынка,3,Третьяковская,,-1,50 м²,50 м²
Новая Москва,sale,flat,2,6,3,131.1,110000000.0,Тверской, Малая Дмитровка,23/15С2,Пушкинская,,1910,-1,15 м²
Новая Москва,sale,flat,5,21,4,222.8,111400000.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1",2008,176 м²,25 м²
Новая Москва,sale,flat,1,4,5,192.1,112000000.0,Крылатское,Островной проезд,9К1,Молодёжная,Остров Фантазий,2002,-1,20 м²
Новая Москва,sale,flat,6,9,4,134.0,120000000.0,Заречье рп, Весенняя,2к6,,Сколково Парк,-1,70 м²,15 м²
Новая Москва,sale,flat,22,24,-1,420.0,150000000.0,Щукино, Маршала Бирюзова,32К1,Октябрьское поле,Две башни,2000,-1,50 м²
Новая Москва,sale,flat,3,10,3,173.6,165000000.0,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра,2009,-1,15 м²
Новая Москва,sale,flat,21,26,4,139.0,170000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,2021,-1,15 м²
Новая Москва,sale,flat,6,7,5,271.7,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре,2012,220 м²,25 м²
Новая Москва,sale,flat,3,12,-1,238.0,298000000.0,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад,-1,"153,6 м²",35 м²
Новая Москва,sale,flat,4,4,4,240.5,338813278.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко,-1,134 м²,16 м²
Новая Москва,sale,flat,4,4,5,396.0,997920000.0,Таганский, Солянка,7,Китай-город,Дом с Атлантами,2024,-1,20 м²
Новая Москва,sale,flat,3,26,2,60.1,16400000.0,Выборгский, Орбели,17,Площадь Мужества,ЦДС Парковый,2012,"36,8 м²","9,5 м²"
Московская область,sale,flat,41,41,4,165.0,215000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,72 м²,31 м²
Московская область,sale,flat,7,7,4,273.0,370000000.0,Якиманка, Малая Полянка,2,Полянка,Онегин,2007,150 м²,15 м²
Московская область,sale,flat,1,5,3,60.0,5900000.0,, Чапаева,1а,Медведково,,-1,41 м²,"5,7 м²"
Московская область,sale,flat,4,17,3,52.0,8800000.0,,переулок 1-й Стрелковый,3,Медведково,Мытищи Парк,2023,38 м²,6 м²
Московская область,sale,flat,41,51,3,84.11,33000000.0,Пресненский,Шмитовский проезд,39,Шелепиха,Headliner,2024,50 м²,15 м²
Московская область,sale,flat,6,17,3,82.7,39000000.0,Беговой,Ленинградский проспект,35С2,Петровский Парк,Квартал апартаментов Искра-Парк,2019,"47,7 м²",30 м²
Московская область,sale,flat,3,15,4,154.2,202842780.0,Мещанский,Протопоповский переулок,10,Проспект Мира,Хортус Гармония,-1,-1,-1
Московская область,sale,flat,41,41,4,165.0,215000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,"57,9 м²",50 м²
Московская область,sale,flat,8,24,2,45.2,23300000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Народное Ополчение,Sydney City,2023,24 м²,8 м²
Московская область,sale,flat,13,24,1,42.9,24000000.0,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,Династия,2022,-1,"14,6 м²"
Московская область,sale,flat,14,48,1,42.0,24500000.0,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers,-1,22 м²,14 м²
Московская область,sale,flat,14,28,2,67.0,30000000.0,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,КутузовGRAD II,2021,29 м²,19 м²
Московская область,sale,flat,16,36,1,41.1,31500000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк,2021,23 м²,5 м²
Московская область,sale,flat,9,21,1,42.1,31900000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,2024,14 м²,20 м²
Московская область,sale,flat,1,6,2,58.8,32340000.0,Таганский,2-й Гончарный переулок,3,Таганская,,1928,"33,6 м²","10,6 м²"
Московская область,sale,flat,9,21,2,50.3,32900000.0,Басманный, Земляной Вал,37к1,Чкаловская,Дом Chkalov,2024,"30,8 м²",10 м²
Московская область,sale,flat,11,20,2,64.0,30000000.0,Хорошево-Мневники, Шеногина,2,Шелепиха,Sydney City,2024,-1,7 м²
Московская область,sale,flat,2,10,2,33.0,31491900.0,Адлерский,Адлер жилрайон,,,Гостиничный комплекс ,2025,"25,7 м²",-1
Московская область,sale,flat,11,14,2,100.2,85000000.0,Центральный, Роз,6/6А,,,2012,-1,10 м²
Московская область,sale,flat,5,14,2,48.25,21999000.0,Даниловский,Симоновская набережная,вл2Ас5,Автозаводская,FORIVER,2024,"16,2 м²","17,4 м²"
Московская область,sale,flat,18,27,2,60.0,23000000.0,Лефортово, Крузенштерна,10к1,Авиамоторная,Символ,-1,36 м²,16 м²
Московская область,sale,flat,19,24,2,60.0,23200000.0,Метрогородок,Тагильская ,2к1,Бульвар Рокоссовского,Сиреневый парк,2023,27 м²,"16,6 м²"
Московская область,sale,flat,8,24,2,45.2,23300000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Народное Ополчение,Sydney City,2023,24 м²,8 м²
